step,amount,old_balance_orig,new_balance_orig,old_balance_dest,new_balance_dest,is_fraud,error_bal_orig,error_bal_dest,amount_bal_ratio,is_orig_zeroed,is_dest_empty_start,trans_type_CASH_OUT,trans_type_DEBIT,trans_type_PAYMENT,trans_type_TRANSFER
350,27398.44,10620.0,0.0,0.0,0.0,0,16778.44,27398.44,2.57989077212806,1,1,0,0,1,0
13,135256.64,0.0,0.0,1254899.34,1390155.98,0,135256.64,0.0,0.0,1,0,1,0,0,0
379,67064.34,293914.0,226849.66,9900.02,76964.36,0,0.0,0.0,0.22817674557863865,0,0,1,0,0,0
155,2636.42,142995.0,140358.58,26034.91,28671.32,0,0.0,0.010000000002037268,0.01843714815203329,0,0,0,1,0,0
397,2312090.23,99136.0,0.0,192879.58,2504969.82,0,2212954.23,-0.009999999776482582,23.322407904293094,1,0,0,0,0,1
254,1342819.26,150559.0,0.0,508683.92,1851503.18,0,1192260.26,0.0,8.918890667445984,1,0,0,0,0,1
300,183092.49,2467896.52,2650989.01,733887.03,550794.54,0,366184.98,366184.98,0.07418969495528119,0,0,0,0,0,0
402,215801.51,0.0,0.0,889371.74,1105173.25,0,215801.51,0.0,0.0,1,0,0,0,0,1
377,10271.08,7063.21,0.0,532336.7,542607.78,0,3207.87,-1.1641532182693481e-10,1.4541660236634617,1,0,1,0,0,0
596,381247.3,381247.3,0.0,392496.79,773744.09,1,0.0,0.0,1.0,1,0,1,0,0,0
352,325207.19,35261.0,0.0,3544126.67,3869333.86,0,289946.19,0.0,9.22285783159865,1,0,1,0,0,0
259,51950.04,16736776.36,16788726.4,4199940.31,4147990.27,0,103900.07999999821,103900.07999999961,0.0031039454003913094,0,0,0,0,0,0
349,8422.67,0.0,0.0,0.0,0.0,0,8422.67,8422.67,0.0,1,1,0,0,1,0
260,16684.2,0.0,0.0,0.0,0.0,0,16684.2,16684.2,0.0,1,1,0,0,1,0
193,266351.6,266351.6,0.0,0.0,0.0,1,0.0,266351.6,1.0,1,1,0,0,0,1
326,147218.34,40967.0,0.0,0.0,147218.34,0,106251.34,0.0,3.593583616081236,1,1,1,0,0,0
156,10608.39,0.0,0.0,0.0,0.0,0,10608.39,10608.39,0.0,1,1,0,0,1,0
211,137698.98,10347.0,0.0,2040613.19,2178312.17,0,127351.98000000001,0.0,13.308106697593507,1,0,1,0,0,0
208,217414.95,45589.0,0.0,621020.94,838435.88,0,171825.95,0.009999999892897904,4.769022132531971,1,0,1,0,0,0
164,9421.76,0.0,0.0,0.0,0.0,0,9421.76,9421.76,0.0,1,1,0,0,1,0
205,50683.69,122254.48,71570.79,110110.83,160794.52,0,0.0,2.9103830456733704e-11,0.4145753186304502,0,0,1,0,0,0
208,50820.71,50820.71,0.0,0.0,50820.71,1,0.0,0.0,1.0,1,1,1,0,0,0
650,18982.32,18982.32,0.0,0.0,0.0,1,0.0,18982.32,1.0,1,1,0,0,0,1
17,5417.22,213.0,0.0,0.0,0.0,0,5204.22,5417.22,25.432957746478873,1,1,0,0,1,0
183,9132.97,0.0,0.0,0.0,0.0,0,9132.97,9132.97,0.0,1,1,0,0,1,0
187,102780.44,57416.0,0.0,8727964.84,8830745.28,0,45364.44,0.0,1.79010101713808,1,0,1,0,0,0
394,36478.18,0.0,0.0,239194.26,275672.44,0,36478.18,0.0,0.0,1,0,1,0,0,0
159,369266.3,21731.0,0.0,93562.99,462829.29,0,347535.3,0.0,16.99260503428282,1,0,1,0,0,0
655,45758.71,45758.71,0.0,0.0,45758.71,1,0.0,0.0,1.0,1,1,1,0,0,0
570,145610.81,572.0,146182.81,0.0,0.0,0,291221.62,145610.81,254.56435314685314,0,1,0,0,0,0
18,138515.26,15785.0,0.0,245290.59,38948.98,0,122730.26000000001,344856.87,8.775119417168199,1,0,1,0,0,0
321,1219091.3,2026.0,0.0,0.0,1219091.3,0,1217065.3,0.0,601.7232477788747,1,1,0,0,0,1
208,9213.08,50294.0,41080.92,0.0,0.0,0,0.0,9213.08,0.1831844752853223,0,1,0,0,1,0
361,49371.75,5078.0,0.0,0.0,0.0,0,44293.75,49371.75,9.72267625049232,1,1,0,0,1,0
154,259031.33,102591.0,0.0,409669.96,668701.29,0,156440.33,0.0,2.5248933142283434,1,0,1,0,0,0
323,215173.97,0.0,0.0,586548.16,801722.13,0,215173.97,0.0,0.0,1,0,1,0,0,0
395,137579.75,7317936.51,7455516.25,385328.61,247748.86,0,275159.4900000002,275159.5,0.01880034758596177,0,0,0,0,0,0
54,438224.6,438224.6,0.0,320697.46,758922.05,1,0.0,0.010000000009313226,1.0,1,0,1,0,0,0
358,157507.97,21223.0,0.0,187744.32,345252.29,0,136284.97,5.820766091346741e-11,7.421569523630024,1,0,1,0,0,0
210,127477.99,0.0,0.0,545731.43,673209.42,0,127477.99,0.0,0.0,1,0,1,0,0,0
380,196107.32,40409.0,236516.32,5592599.57,5396492.25,0,392214.64,392214.6400000006,4.853060456828924,0,0,0,0,0,0
522,2942278.45,10404.0,0.0,156201.09,3098479.55,0,2931874.45,-0.009999999776482582,282.8026191849289,1,0,0,0,0,1
371,3565.32,0.0,0.0,0.0,0.0,0,3565.32,3565.32,0.0,1,1,0,0,1,0
602,232185.56,232185.56,0.0,6053983.22,6286168.78,1,0.0,-9.313225746154785e-10,1.0,1,0,1,0,0,0
159,10913.8,20535.0,9621.2,0.0,0.0,0,0.0,10913.8,0.531473094716338,0,1,0,0,1,0
142,144590.69,1068904.25,1213494.94,188982.81,44392.12,0,289181.3799999999,289181.38,0.13527001132234248,0,0,0,0,0,0
285,224510.29,31415.0,0.0,1079405.05,1303915.33,0,193095.29,0.010000000009313226,7.146595257042814,1,0,1,0,0,0
20,142352.43,0.0,0.0,5864572.71,6006925.15,0,142352.43,-0.010000000707805157,0.0,1,0,1,0,0,0
562,8208916.0,8208916.0,0.0,0.0,0.0,1,0.0,8208916.0,1.0,1,1,0,0,0,1
231,269466.78,13655.0,283121.78,20353.01,0.0,0,538933.56,289819.79000000004,19.733927499084587,0,0,0,0,0,0
299,246489.81,252888.0,6398.19,61081.87,307571.67,0,0.0,0.010000000009313226,0.9746995112460852,0,0,1,0,0,0
19,396461.19,1141143.48,1537604.68,1601737.73,1205276.53,0,792922.3899999999,792922.3899999999,0.34742448863660863,0,0,0,0,0,0
187,112045.22,45243.0,157288.22,283.0,0.0,0,224090.44,112328.22,2.4765205667175034,0,0,0,0,0,0
140,9930.65,0.0,0.0,0.0,0.0,0,9930.65,9930.65,0.0,1,1,0,0,1,0
41,213098.59,19812.0,232910.59,19907475.61,19694377.02,0,426197.18,426197.1799999997,10.756036240662224,0,0,0,0,0,0
408,398724.6,398724.6,0.0,0.0,0.0,1,0.0,398724.6,1.0,1,1,0,0,0,1
324,45145.16,271019.0,225873.84,0.0,45145.16,0,0.0,0.0,0.16657562753902863,0,1,1,0,0,0
37,199087.66,0.0,0.0,1021870.37,1220958.03,0,199087.66,0.0,0.0,1,0,1,0,0,0
260,304940.4,3206421.29,3511361.69,1308327.26,825364.42,0,609880.7999999998,787903.2400000001,0.09510303619522188,0,0,0,0,0,0
341,3011102.29,3011102.29,0.0,1925102.87,4936205.15,1,0.0,0.009999999776482582,1.0,1,0,1,0,0,0
281,328163.82,25222.0,0.0,479739.39,807903.22,0,302941.82,-0.010000000009313226,13.011014986916184,1,0,1,0,0,0
210,2146.71,336502.82,334356.1,0.0,0.0,0,-0.010000000009313226,2146.71,0.006379471054655649,0,1,0,0,1,0
178,8460.8,77718.0,69257.2,0.0,0.0,0,0.0,8460.8,0.10886538511027045,0,1,0,0,1,0
162,224746.26,908569.13,1133315.39,9977431.79,9752685.53,0,449492.5199999999,449492.51999999955,0.24736286164598176,0,0,0,0,0,0
276,2554948.41,2554948.41,0.0,0.0,2554948.41,1,0.0,0.0,1.0,1,1,1,0,0,0
95,55832.51,12330.0,68162.51,0.0,0.0,0,111665.01999999999,55832.51,4.528184103811841,0,1,0,0,0,0
328,216265.87,0.0,0.0,375951.26,592217.13,0,216265.87,0.0,0.0,1,0,1,0,0,0
136,5552.21,0.0,0.0,0.0,0.0,0,5552.21,5552.21,0.0,1,1,0,0,1,0
203,350223.4,2707405.2,3057628.59,1235732.98,885509.58,0,700446.7899999996,700446.7999999999,0.12935758563217653,0,0,0,0,0,0
95,23709.5,38254.0,14544.5,0.0,0.0,0,0.0,23709.5,0.6197913943639881,0,1,0,0,1,0
510,177137.79,177137.79,0.0,0.0,0.0,1,0.0,177137.79,1.0,1,1,0,0,0,1
253,4375.89,0.0,0.0,0.0,0.0,0,4375.89,4375.89,0.0,1,1,0,0,1,0
250,348726.38,430522.0,81795.62,74103.09,114929.22,0,0.0,307900.25,0.8100082690315478,0,0,1,0,0,0
209,201856.69,11950868.52,12152725.21,2580880.68,2379024.0,0,403713.3800000008,403713.3700000001,0.016890545625381878,0,0,0,0,0,0
178,176004.51,0.0,0.0,1629005.23,1449863.04,0,176004.51,355146.69999999995,0.0,1,0,1,0,0,0
394,2284.26,0.0,0.0,0.0,0.0,0,2284.26,2284.26,0.0,1,1,0,0,1,0
490,158539.02,3698349.67,3856888.69,253447.93,94908.92,0,317078.04000000004,317078.02999999997,0.04286750419681111,0,0,0,0,0,0
273,11328.15,5705.0,0.0,0.0,11328.15,0,5623.15,0.0,1.9856529360210342,1,1,1,0,0,0
471,235025.68,89792.0,324817.68,311972.97,76947.29,0,470051.36,470051.3599999999,2.617445652173913,0,0,0,0,0,0
331,144183.36,51877.0,0.0,0.0,144183.36,0,92306.35999999999,0.0,2.779331110125874,1,1,1,0,0,0
177,32534.17,1238.0,0.0,0.0,32534.17,0,31296.17,0.0,26.279620355411954,1,1,1,0,0,0
64,841052.98,841052.98,0.0,0.0,0.0,1,0.0,841052.98,1.0,1,1,0,0,0,1
298,45702.34,23444.0,69146.34,0.0,0.0,0,91404.68,45702.34,1.9494258658931922,0,1,0,0,0,0
697,106850.22,106850.22,0.0,0.0,0.0,1,0.0,106850.22,1.0,1,1,0,0,0,1
139,144240.92,0.0,0.0,672163.61,1145296.77,0,144240.92,-328892.24,0.0,1,0,1,0,0,0
444,408864.84,408864.84,0.0,0.0,408864.84,1,0.0,0.0,1.0,1,1,1,0,0,0
402,809579.71,43753.0,0.0,1458434.39,2268014.09,0,765826.71,0.009999999776482582,18.50341028043791,1,0,0,0,0,1
359,6593.59,111908.0,105314.41,0.0,0.0,0,0.0,6593.59,0.058919737641634204,0,1,0,0,1,0
120,5227.91,15220.0,9992.09,0.0,0.0,0,0.0,5227.91,0.3434894875164258,0,1,0,0,1,0
204,9407.88,7170.0,0.0,0.0,9407.88,0,2237.879999999999,0.0,1.3121171548117154,1,1,1,0,0,0
330,98042.95,0.0,0.0,125084.66,223127.61,0,98042.95,0.0,0.0,1,0,1,0,0,0
47,165219.35,9448603.74,9613823.09,290594.52,125375.17,0,330438.69999999925,330438.7,0.01748611271531639,0,0,0,0,0,0
186,293401.89,53126.0,0.0,12471272.69,12764674.58,0,240275.89,0.0,5.522755148138388,1,0,1,0,0,0
301,26623.18,0.0,0.0,0.0,0.0,0,26623.18,26623.18,0.0,1,1,0,0,1,0
405,15133.17,7175.0,0.0,34460.06,49593.23,0,7958.17,-7.275957614183426e-12,2.109152613240418,1,0,0,0,0,1
137,43075.24,0.0,0.0,0.0,0.0,0,43075.24,43075.24,0.0,1,1,0,0,1,0
166,54528.26,0.0,0.0,178934.44,233462.7,0,54528.26,0.0,0.0,1,0,1,0,0,0
16,8751.06,0.0,0.0,0.0,0.0,0,8751.06,8751.06,0.0,1,1,0,0,1,0
157,232916.77,2117943.46,2350860.23,391982.76,159065.98,0,465833.54000000004,465833.55000000005,0.1099730820954021,0,0,0,0,0,0
226,336585.14,31141.0,367726.14,0.0,0.0,0,673170.28,336585.14,10.808424263832247,0,1,0,0,0,0
166,192863.79,54218.0,247081.79,0.0,0.0,0,385727.58,192863.79,3.5571911542292227,0,1,0,0,0,0
284,197176.91,2619295.47,2816472.39,552185.97,355009.06,0,394353.8300000001,394353.82,0.0752786053571879,0,0,0,0,0,0
526,606920.11,606920.11,0.0,0.0,0.0,1,0.0,606920.11,1.0,1,1,0,0,0,1
188,8155.61,12364.0,4208.39,0.0,0.0,0,0.0,8155.61,0.6596255257198318,0,1,0,0,1,0
352,9636.64,179808.07,170171.42,0.0,0.0,0,-0.010000000009313226,9636.64,0.053594035017449436,0,1,0,0,1,0
303,18461.29,109971.0,91509.71,0.0,0.0,0,0.0,18461.29,0.16787416682579953,0,1,0,0,1,0
202,81077.22,778787.42,859864.64,256647.0,175569.78,0,162154.43999999994,162154.43999999997,0.10410699751672928,0,0,0,0,0,0
405,168317.66,25153.0,0.0,180329.2,348646.86,0,143164.66,0.0,6.691752872420785,1,0,1,0,0,0
215,3536.98,2241.22,0.0,0.0,0.0,0,1295.7600000000002,3536.98,1.5781494007727936,1,1,0,0,1,0
251,12832.83,0.0,0.0,0.0,0.0,0,12832.83,12832.83,0.0,1,1,0,0,1,0
252,454954.44,9346.0,464300.44,0.0,0.0,0,909908.88,454954.44,48.6790541408089,0,1,0,0,0,0
735,417103.68,417103.68,0.0,0.0,0.0,1,0.0,417103.68,1.0,1,1,0,0,0,1
377,2344540.14,2344540.14,0.0,0.0,0.0,1,0.0,2344540.14,1.0,1,1,0,0,0,1
297,171670.72,196414.0,368084.72,0.0,0.0,0,343341.43999999994,171670.72,0.8740248658445936,0,1,0,0,0,0
304,34253.82,267309.3,233055.48,0.0,0.0,0,0.0,34253.82,0.12814301634847722,0,1,0,0,1,0
353,10777.8,50044.0,39266.2,0.0,0.0,0,0.0,10777.8,0.21536647749980017,0,1,0,0,1,0
402,97191.23,0.0,0.0,315804.38,412995.61,0,97191.23,0.0,0.0,1,0,0,0,0,1
398,5873.42,53047.18,47173.76,0.0,0.0,0,0.0,5873.42,0.11072068298446779,0,1,0,0,1,0
255,32486.26,0.0,0.0,266282.19,298768.44,0,32486.26,0.010000000009313226,0.0,1,0,1,0,0,0
140,129979.64,122605.0,0.0,1025677.64,1155657.28,0,7374.639999999999,0.0,1.0601495860690837,1,0,1,0,0,0
304,20932.67,14635.0,0.0,0.0,0.0,0,6297.669999999998,20932.67,1.4303156815852407,1,1,0,0,1,0
399,13583.11,8654.8,0.0,0.0,0.0,0,4928.310000000001,13583.11,1.5694308360678468,1,1,0,0,1,0
156,13046.62,22189.0,9142.38,0.0,0.0,0,0.0,13046.62,0.587976925503628,0,1,0,0,1,0
642,1363576.58,265473.39,0.0,6215168.46,7578745.04,0,1098103.19,0.0,5.136396457663798,1,0,0,0,0,1
278,208545.21,40220.0,248765.21,26517.96,0.0,0,417090.42,235063.16999999998,5.185112133267031,0,0,0,0,0,0
277,55380.33,0.0,0.0,236451.04,291831.37,0,55380.33,0.0,0.0,1,0,1,0,0,0
399,1082200.06,1082200.06,0.0,0.0,0.0,1,0.0,1082200.06,1.0,1,1,0,0,0,1
278,4609.2,53149.03,48539.83,0.0,0.0,0,0.0,4609.2,0.08672218476988197,0,1,0,0,1,0
522,1752606.15,1752606.15,0.0,0.0,0.0,1,0.0,1752606.15,1.0,1,1,0,0,0,1
470,8177.04,8177.04,0.0,842143.06,850320.1,1,0.0,1.1641532182693481e-10,1.0,1,0,1,0,0,0
204,4271.56,0.0,0.0,0.0,0.0,0,4271.56,4271.56,0.0,1,1,0,0,1,0
307,1400.5,0.0,0.0,0.0,0.0,0,1400.5,1400.5,0.0,1,1,0,0,1,0
390,4525901.25,4525901.25,0.0,0.0,0.0,1,0.0,4525901.25,1.0,1,1,0,0,0,1
9,159022.13,100332.0,0.0,0.0,159022.13,0,58690.130000000005,0.0,1.5849592353386757,1,1,1,0,0,0
44,291431.15,467023.67,758454.82,975253.09,683821.94,0,582862.3,582862.3,0.6240179432447183,0,0,0,0,0,0
253,60475.67,26920.0,0.0,1137515.99,1197991.66,0,33555.67,0.0,2.246495913818722,1,0,1,0,0,0
138,395839.84,181.0,0.0,586725.38,1148620.87,0,395658.84,-166055.65000000014,2186.9604419889506,1,0,1,0,0,0
277,165071.73,19801.0,0.0,4010773.37,4175845.11,0,145270.73,-0.009999999776482582,8.336535023483663,1,0,1,0,0,0
538,91146.36,27914.0,0.0,1692538.19,1783684.56,0,63232.36,-0.010000000009313226,3.2652561438704595,1,0,1,0,0,0
180,67181.68,39287.18,0.0,0.0,0.0,0,27894.499999999993,67181.68,1.710015328155393,1,1,0,0,1,0
202,3101.23,382857.0,379755.77,0.0,0.0,0,0.0,3101.23,0.008100230634414415,0,1,0,0,1,0
306,30858.08,202904.0,172045.92,2834004.21,2864862.29,0,0.0,0.0,0.152082166936088,0,0,1,0,0,0
325,98115.46,0.0,0.0,192290.67,290406.13,0,98115.46,0.0,0.0,1,0,1,0,0,0
276,17787.48,15107.0,0.0,0.0,17787.48,0,2680.4799999999996,0.0,1.1774329780896273,1,1,1,0,0,0
256,240677.23,12081.0,0.0,422365.52,663042.75,0,228596.23,0.0,19.921962585878653,1,0,1,0,0,0
37,11628.63,2107510.47,2119139.09,1274300.49,1613668.19,0,23257.249999999534,-327739.07000000007,0.005517709242981839,0,0,0,0,0,0
642,202485.73,6069.0,0.0,85392.64,287878.37,0,196416.73,0.0,33.36393639808865,1,0,1,0,0,0
233,321466.69,10202.0,0.0,181277.37,502744.06,0,311264.69,0.0,31.51016369339345,1,0,1,0,0,0
131,1152841.12,0.0,0.0,1714061.67,2866902.79,0,1152841.12,0.0,0.0,1,0,0,0,0,1
258,618270.9,618270.9,0.0,92291.02,710561.92,1,0.0,0.0,1.0,1,0,1,0,0,0
185,77193.06,992.0,78185.06,186692.04,109498.98,0,154386.12,154386.12,77.81558467741935,0,0,0,0,0,0
377,267146.65,21748.0,0.0,0.0,267146.65,0,245398.65000000002,0.0,12.28373413647232,1,1,1,0,0,0
42,215727.66,83994.0,0.0,60181.08,318886.3,0,131733.66,-42977.56,2.5683698835631117,1,0,1,0,0,0
281,90023.59,108949.0,18925.41,0.0,90023.59,0,0.0,0.0,0.8262911086838796,0,1,1,0,0,0
142,27691.75,11720.0,0.0,0.0,0.0,0,15971.75,27691.75,2.362777303754266,1,1,0,0,1,0
35,38876.18,0.0,0.0,4204781.3,4243657.48,0,38876.18,-9.313225746154785e-10,0.0,1,0,1,0,0,0
252,21398.87,50275.0,28876.13,8368403.21,8389802.08,0,0.0,0.0,0.42563639980109397,0,0,1,0,0,0
47,61487.67,61487.67,0.0,0.0,61487.67,1,0.0,0.0,1.0,1,1,1,0,0,0
191,15602.62,24806.51,9203.89,4387695.64,4403298.25,0,3.637978807091713e-12,0.009999999776482582,0.6289727978663666,0,0,0,0,0,1
181,109880.17,0.0,0.0,186602.52,296482.69,0,109880.17,0.0,0.0,1,0,1,0,0,0
297,34373.77,206639.0,172265.23,0.0,0.0,0,0.0,34373.77,0.16634696257724824,0,1,0,0,1,0
356,259165.3,278.0,259443.3,0.0,0.0,0,518330.6,259165.3,932.2492805755395,0,1,0,0,0,0
371,147116.45,24556.0,0.0,0.0,147116.45,0,122560.45000000001,0.0,5.991059211597981,1,1,1,0,0,0
263,5461.28,9185.0,3723.72,0.0,0.0,0,0.0,5461.28,0.5945868263473053,0,1,0,0,1,0
205,125038.64,7030.0,0.0,0.0,125038.64,0,118008.64,0.0,17.786435277382644,1,1,1,0,0,0
209,153214.38,977.0,0.0,0.0,153214.38,0,152237.38,0.0,156.82126919140225,1,1,1,0,0,0
377,503420.67,503420.67,0.0,0.0,0.0,1,0.0,503420.67,1.0,1,1,0,0,0,1
355,73203.2,0.0,0.0,1975991.16,2049194.36,0,73203.2,-2.3283064365386963e-10,0.0,1,0,1,0,0,0
330,20092.16,203581.07,183488.91,0.0,0.0,0,0.0,20092.16,0.09869365555451692,0,1,0,0,1,0
164,4324.29,90082.0,85757.71,0.0,0.0,0,0.0,4324.29,0.04800392975289181,0,1,0,0,1,0
349,8834.56,0.0,0.0,414583.15,423417.71,0,8834.56,0.0,0.0,1,0,0,0,0,1
133,298403.53,58558.0,0.0,0.0,298403.53,0,239845.53000000003,0.0,5.095862734383005,1,1,1,0,0,0
261,74232.2,5098837.96,5173070.15,314325.06,240092.87,0,148464.3900000006,148464.39,0.014558650536131177,0,0,0,0,0,0
129,139210.23,139210.23,0.0,0.0,0.0,1,0.0,139210.23,1.0,1,1,0,0,0,1
15,10439.24,20071.0,9631.76,0.0,0.0,0,0.0,10439.24,0.5201155896567187,0,1,0,0,1,0
11,188551.45,32596.0,221147.45,5580443.54,5391892.08,0,377102.9,377102.91000000015,5.7844965639955825,0,0,0,0,0,0
280,1408.35,51155.0,49746.65,0.0,0.0,0,0.0,1408.35,0.027531033134590946,0,1,0,0,1,0
309,137944.89,6103.0,0.0,232661.84,370606.73,0,131841.89,0.0,22.60280026216615,1,0,1,0,0,0
136,276425.2,11089.0,0.0,71854.95,348280.15,0,265336.2,0.0,24.92787447019569,1,0,1,0,0,0
190,265747.73,265747.73,0.0,0.0,0.0,1,0.0,265747.73,1.0,1,1,0,0,0,1
234,457766.57,10565.0,0.0,1212334.21,1670100.78,0,447201.57,0.0,43.328591575958356,1,0,1,0,0,0
617,621034.85,621034.85,0.0,0.0,0.0,1,0.0,621034.85,1.0,1,1,0,0,0,1
17,801882.0,91175.0,0.0,0.0,801882.0,0,710707.0,0.0,8.79497669317247,1,1,0,0,0,1
33,327125.92,3972501.25,4299627.17,6459297.01,6132171.09,0,654251.8399999999,654251.8399999999,0.0823475939749547,0,0,0,0,0,0
211,81803.69,11445.0,0.0,3134925.13,3216728.82,0,70358.69,0.0,7.147548274355614,1,0,1,0,0,0
227,2815893.17,2815893.17,0.0,104430.53,2920323.7,1,0.0,-4.656612873077393e-10,1.0,1,0,1,0,0,0
158,22068.43,232286.0,210217.57,2980860.05,3002928.48,0,0.0,0.0,0.09500542434757153,0,0,1,0,0,0
684,4363.46,0.0,0.0,0.0,0.0,0,4363.46,4363.46,0.0,1,1,0,0,1,0
34,282078.24,0.0,0.0,294184.43,576262.66,0,282078.24,0.009999999892897904,0.0,1,0,1,0,0,0
213,361678.09,0.0,0.0,2049508.6,2411186.69,0,361678.09,0.0,0.0,1,0,1,0,0,0
179,221687.13,10398.0,0.0,0.0,221687.13,0,211289.13,0.0,21.320170225043277,1,1,1,0,0,0
400,173341.54,0.0,0.0,1928375.19,2101716.73,0,173341.54,0.0,0.0,1,0,1,0,0,0
376,16994.98,0.0,0.0,0.0,0.0,0,16994.98,16994.98,0.0,1,1,0,0,1,0
349,319974.69,319974.69,0.0,0.0,0.0,1,0.0,319974.69,1.0,1,1,0,0,0,1
305,24991.66,73984.0,48992.34,0.0,0.0,0,0.0,24991.66,0.33779817257785466,0,1,0,0,1,0
694,76582.23,76582.23,0.0,0.0,0.0,1,0.0,76582.23,1.0,1,1,0,0,0,1
36,362470.01,145947.0,0.0,5039.16,367509.17,0,216523.01,0.0,2.48357287234407,1,0,1,0,0,0
141,55869.93,0.0,0.0,4298298.61,4354168.53,0,55869.93,0.009999999776482582,0.0,1,0,0,0,0,1
132,10417.1,26435.0,16017.9,0.0,0.0,0,0.0,10417.1,0.3940646869680348,0,1,0,0,1,0
230,105150.83,6498260.58,6603411.41,436598.2,331447.37,0,210301.66000000015,210301.66000000003,0.01618138095656361,0,0,0,0,0,0
69,175328.85,175328.85,0.0,0.0,0.0,1,0.0,175328.85,1.0,1,1,0,0,0,1
14,127180.01,256833.25,384013.26,6687957.5,6676727.62,0,254360.02000000002,138409.88999999966,0.49518514444683465,0,0,0,0,0,0
355,8708.52,60501.35,51792.84,0.0,0.0,0,0.010000000002037268,8708.52,0.14393926747089117,0,1,0,0,1,0
11,689036.02,0.0,0.0,1820632.78,2509668.79,0,689036.02,0.009999999776482582,0.0,1,0,0,0,0,1
156,13379.25,63241.0,49861.75,0.0,0.0,0,0.0,13379.25,0.21155974763207414,0,1,0,0,1,0
208,60659.45,25465.0,0.0,0.0,60659.45,0,35194.45,0.0,2.3820714706459847,1,1,1,0,0,0
399,2050.98,0.0,0.0,0.0,0.0,0,2050.98,2050.98,0.0,1,1,0,0,1,0
16,36838.77,236346.01,199507.24,0.0,0.0,0,-2.9103830456733704e-11,36838.77,0.15586795816861895,0,1,0,0,1,0
329,25343.71,111.0,0.0,0.0,0.0,0,25232.71,25343.71,228.3217117117117,1,1,0,0,1,0
43,8171.12,31117.0,22945.88,0.0,0.0,0,0.0,8171.12,0.2625934376707266,0,1,0,0,1,0
381,998145.11,0.0,0.0,1676792.99,2674938.1,0,998145.11,0.0,0.0,1,0,0,0,0,1
140,189797.06,0.0,0.0,762509.21,952306.27,0,189797.06,0.0,0.0,1,0,1,0,0,0
187,23686.52,92165.0,68478.48,0.0,0.0,0,0.0,23686.52,0.2570012477621657,0,1,0,0,1,0
224,107351.33,107351.33,0.0,3976355.4,4083706.73,1,0.0,0.0,1.0,1,0,1,0,0,0
183,328184.48,0.0,0.0,484930.19,813114.66,0,328184.48,0.009999999892897904,0.0,1,0,1,0,0,0
301,7137.81,96921.0,89783.19,0.0,0.0,0,0.0,7137.81,0.07364564954963321,0,1,0,0,1,0
11,336936.05,475706.3,812642.35,8262025.93,7925089.88,0,673872.0999999999,673872.1000000006,0.708285868822843,0,0,0,0,0,0
331,215687.8,4253.0,0.0,106411.68,322099.48,0,211434.8,0.0,50.71427227839172,1,0,1,0,0,0
331,199537.95,0.0,0.0,1246157.3,1445695.25,0,199537.95,0.0,0.0,1,0,1,0,0,0
64,31574.65,31574.65,0.0,199385.83,230960.48,1,0.0,-2.9103830456733704e-11,1.0,1,0,1,0,0,0
374,18703.59,10130.0,0.0,0.0,0.0,0,8573.59,18703.59,1.8463563672260612,1,1,0,0,1,0
18,142255.36,10146.0,0.0,940102.61,1214000.17,0,132109.36,-131642.19999999995,14.020831854918193,1,0,1,0,0,0
403,215804.85,0.0,0.0,1976272.04,2192076.89,0,215804.85,0.0,0.0,1,0,1,0,0,0
332,246655.69,42896.0,289551.69,0.0,0.0,0,493311.38,246655.69,5.750086022006714,0,1,0,0,0,0
351,3361.46,30590.0,27228.54,0.0,0.0,0,0.0,3361.46,0.10988754494932984,0,1,0,0,1,0
378,28454.77,40227.0,11772.23,852511.38,982381.01,0,0.0,-101414.85999999999,0.7073550103164541,0,0,1,0,0,0
398,10813.47,0.0,0.0,0.0,0.0,0,10813.47,10813.47,0.0,1,1,0,0,1,0
270,144731.73,144731.73,0.0,1259174.4,1403906.14,1,0.0,-0.010000000009313226,1.0,1,0,1,0,0,0
308,16529.0,22570.0,6041.0,213764.98,230293.97,0,0.0,0.010000000009313226,0.7323438192290651,0,0,1,0,0,0
330,10045.39,39508.51,29463.11,0.0,0.0,0,-0.010000000002037268,10045.39,0.25425889257782686,0,1,0,0,1,0
149,7188425.25,7188425.25,0.0,0.0,0.0,1,0.0,7188425.25,1.0,1,1,0,0,0,1
285,556.61,28609.0,28052.39,0.0,0.0,0,0.0,556.61,0.01945576566814639,0,1,0,0,1,0
686,188895.91,70016.0,258911.91,0.0,0.0,0,377791.82,188895.91,2.6978963379798904,0,1,0,0,0,0
627,953529.64,953529.64,0.0,0.0,0.0,1,0.0,953529.64,1.0,1,1,0,0,0,1
400,2526.55,3466.0,939.45,159712.42,162238.97,0,0.0,0.0,0.7289526832083093,0,0,1,0,0,0
570,6334.48,23777.6,17443.12,0.0,0.0,0,0.0,6334.48,0.26640535630172935,0,1,0,0,1,0
36,15783.05,434.0,0.0,0.0,0.0,0,15349.05,15783.05,36.36647465437788,1,1,0,0,1,0
380,157368.54,0.0,0.0,3037983.33,3195351.87,0,157368.54,0.0,0.0,1,0,1,0,0,0
257,40663.98,0.0,0.0,978123.35,1018787.33,0,40663.98,0.0,0.0,1,0,1,0,0,0
139,119304.46,1312.0,0.0,1635361.19,1754665.65,0,117992.46,0.0,90.9332774390244,1,0,1,0,0,0
